#===========================================================================================
#  DOMAIN MAPPER v2.0.2
#  Johns Hopkins Univeristy - January 19th, 2022
#  Edgar Manriquez-Sandoval, B.S. - Dept. of Biophysics
#  emanriq1@jhu.edu
#  & 
#  Stephen D. Fried, Ph.D. - Dept. of Chemistry
#  sdfried@jhu.edu
#===========================================================================================
#  Excecuted on:
#               2022-01-20 13:12:54.094479
#  Input HMM: 
#               Thermus.hmm.out
#  Output:
#               Thermus.mapped.tsv
#  Options:
#               Intra domain gap = 35
#               Inter domain gap = 20
#               overlap = 15
#               E-value cutoff = 1.00e-05
#  Domain Counts:
#               Total Proteins:   2201         Total Domains:    2984
#                                                        NC :  97 (3.25%)
#                                                        CP :   1 (0.03%)
#                                                        IS :  44 (1.47%)
#  Property Definitions:
#               CP = Circular Permutant Domain
#               NC = Non-Contiguous Domain
#               IS = InSertional Domain
#===========================================================================================
# Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	F-group	F-id
sp|Q72L49|Y214_THET2	1.7e-80	4-190		a/b three-layered sandwiches	Hypothetical protein TT1679	Hypothetical protein TT1679	DUF436	7547.1.1.2	
sp|Q72HM6|RPOC_THET2	1.2e-21	654-695	IS	alpha arrays	inserted helical subdomain in bacterial RNA-polymerase beta-prime subunit	inserted helical subdomain in bacterial RNA-polymerase beta-prime subunit	PRK00566_1st	4951.1.1.5	
sp|Q72HM6|RPOC_THET2	1.3e-11	780-947		a+b complex topology	first helical domain in RNA-polymerase beta-prime subunit	first helical domain in RNA-polymerase beta-prime subunit	RNA_pol_Rpb1_3	4959.1.1.1	
sp|Q72HM6|RPOC_THET2	1.7e-45	949-1108		a+b complex topology	second helical domain in RNA-polymerase beta-prime subunit	second helical domain in RNA-polymerase beta-prime subunit	RNA_pol_Rpb1_4	4958.1.1.2	
sp|Q72HM6|RPOC_THET2	2.6e-19	1115-1193		a+b two layers	MoeA-I/Ornithine decarboxylase-C/Reverse ferredoxin-like domain in RNA-polymerase	MoeA-I/Ornithine decarboxylase-C/Reverse ferredoxin-like domain in RNA-polymerase	PRK00566_2nd	275.1.1.8	
sp|Q72HM6|RPOC_THET2	1.1e-71	1217-1482		a+b complex topology	central helical domain in RNA-polymerase beta-prime subunit	central helical domain in RNA-polymerase beta-prime subunit	RNA_pol_Rpb1_5_3rd	4954.1.1.4	
sp|P62660|RS19_THET2	2.5e-40	10-77		a+b two layers	Ribosomal protein S19	Ribosomal protein S19	Ribosomal_S19	838.1.1.1	
sp|P62656|RS14Z_THET2	2.4e-26	3-49		few secondary structure elements	Glucocorticoid receptor-like	LIM domain-like	Ribosomal_S14	377.1.1.107	
sp|Q72IF6|TILS_THET2	1.7e-13	14-170		a/b three-layered sandwiches	HUP domain-like	HUP domains	NAD_synthase	2005.1.1.13	
sp|Q72IF6|TILS_THET2	2.3e-27	373-468		a+b three layers	Cytidine deaminase-like	Cytidine deaminase-like	dCMP_cyt_deam_1	2492.1.1.5	
sp|Q72JF9|PSUG_THET2	2.3e-96	2-277		a/b three-layered sandwiches	Indigoidine synthase A-like (Pfam 04227)	Indigoidine synthase A-like (Pfam 04227)	Indigoidine_A	7549.1.1.1	
sp|Q72HR3|RL27_THET2	1.4e-33	20-83		a+b complex topology	alpha/beta-Hammerhead/Barrel-sandwich hybrid	Ribosomal L27 protein	Ribosomal_L27	325.1.8.15	
sp|P62668|RS8_THET2	5.1e-29	3-65		a+b two layers	R3H domain-like	Ribosomal protein S8, N-terminal domain	Ribosomal_S8_N	320.2.1.4	
sp|P62668|RS8_THET2	1.6e-34	77-138		a+b two layers	Ribosomal protein S8, C-terminal domain	Ribosomal protein S8, C-terminal domain	Ribosomal_S8_C	4988.1.1.4	
sp|Q72JQ8|MRAZ_THET2	1.2e-42	4-122		beta barrels	cradle loop barrel	AbrB	MraZ	1.1.3.2	
sp|Q72JR6|SYI_THET2	4.6e-59	40-173,404-458,510-637	NC	alpha bundles	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	tRNA-synt_1g	140.1.1.17	
sp|Q72JR6|SYI_THET2	4.0e-45	204-336	IS	beta barrels	cradle loop barrel	acid protease	tRNA-synt_1_2nd	1.1.1.28	
sp|Q72JR6|SYI_THET2	6.1e-32	455-512	IS	few secondary structure elements	Rubredoxin-like	Rubredoxin-related	ileS_1st	375.1.1.65	
sp|Q72JR6|SYI_THET2	4.9e-53	645-818		alpha bundles	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	Anticodon_1	140.1.1.1	
sp|P62662|RS2_THET2	2.2e-84	7-225		a/b three-layered sandwiches	Flavodoxin-like	Ribosomal protein S2/SIS domain	Ribosomal_S2	2007.6.1.36	
sp|Q72JP3|RUVC_THET2	8.3e-54	1-160		mixed a+b and a/b	Ribonuclease H-like	Ribonuclease H-like	RuvC	2484.1.1.56	
sp|Q72HH1|SYT_THET2	1.3e-13	3-60		a+b two layers	beta-Grasp	Ubiquitin-like	TGS	221.1.1.34	
sp|Q72HH1|SYT_THET2	6.2e-28	66-210		a+b two layers	LuxS, MPP, ThrRS/AlaRS common domain	ThrRS/AlaRS editing domain	tRNA_SAD	309.1.2.5	
sp|Q72HH1|SYT_THET2	1.9e-70	252-438,475-548	NC	a+b three layers	Class II aaRS and biotin synthetases	Class II aaRS and biotin synthetases	tRNA-synt_2b	314.1.1.13	
sp|Q72HH1|SYT_THET2	2.9e-30	554-644		a/b three-layered sandwiches	Anticodon-binding domain of Class II aaRS	Anticodon-binding domain of Class II aaRS	HGTP_anticodon	7502.1.1.2	
sp|Q72HP1|THII_THET2	7.2e-10	10-75		a+b two layers	Alpha-beta plaits	Ferredoxin-like domain in ThiI	THUMP_ThiI	304.120.1.7	
sp|Q72HP1|THII_THET2	7.3e-14	84-161		a+b two layers	THUMP domain-like	THUMP domain-like	THUMP	4143.1.1.2	
sp|Q72HP1|THII_THET2	3.8e-13	175-329		a/b three-layered sandwiches	HUP domain-like	HUP domains	NAD_synthase	2005.1.1.13	
sp|Q72J92|SECA_THET2	6.5e-104	12-242		a/b three-layered sandwiches	P-loop domains-like	P-loop containing nucleoside triphosphate hydrolases	SecA_DEAD	2004.1.1.148	
sp|Q72J92|SECA_THET2	4.9e-49	230-356		alpha arrays	Pre-protein crosslinking domain of SecA	Pre-protein crosslinking domain of SecA	SecA_PP_bind	570.1.1.1	
sp|Q72J92|SECA_THET2	1.1e-92	410-464,541-596,639-722	NC	a/b three-layered sandwiches	P-loop domains-like	P-loop containing nucleoside triphosphate hydrolases	Helicase_C_10	2004.1.1.183	
sp|Q72J92|SECA_THET2	1.3e-71	727-937		alpha complex topology	Helical scaffold and wing domains of SecA	Helical scaffold and wing domains of SecA	SecA_SW	161.1.1.1	
sp|Q72L22|PAND_THET2	2.1e-55	1-114		beta barrels	cradle loop barrel	double psi	Asp_decarbox	1.1.2.2	
sp|Q72KG1|PDXS_THET2	7.7e-154	5-274		a/b barrels	TIM beta/alpha-barrel	TIM barrels	SOR_SNZ	2002.1.1.174	
sp|Q72I52|MURI_THET2	7.2e-42	7-105		a/b three-layered sandwiches	Flavodoxin-like	ATC-like	Asp_Glu_race_N	2007.1.5.19	
sp|Q72I52|MURI_THET2	4.0e-37	109-241		a/b three-layered sandwiches	Flavodoxin-like	ATC-like	Asp_Glu_race_C	2007.1.5.18	
sp|Q72GD5|NUOH_THET2	9.7e-127	21-322		alpha complex topology	Sodium/proton antiporter subunits-like	NADH-quinone oxidoreductase subunit 8 (Nqo8)-related	NADHdh	3281.1.2.1	
sp|Q72JE7|NTPPA_THET2	4.4e-60	8-180		a/b three-layered sandwiches	ITPase-like	ITPase-like	Maf	7504.1.1.3	
sp|P96134|OTC_THET2	1.4e-46	10-149		a/b three-layered sandwiches	Rossmann-like	Aspartate/ornithine carbamoyltransferase	OTCace_N	2003.1.14.2	
sp|P96134|OTC_THET2	4.7e-50	152-300		a/b three-layered sandwiches	Rossmann-like	Aspartate/ornithine carbamoyltransferase	OTCace	2003.1.14.1	
sp|Q72JR0|RL31_THET2	4.5e-32	1-61		few secondary structure elements	Ribosomal protein L31p	Ribosomal protein L31p	Ribosomal_L31	4987.1.1.2	
sp|P62666|RS6_THET2	2.1e-28	1-92		a+b two layers	Alpha-beta plaits	Ribosomal protein S6	Ribosomal_S6	304.12.1.1	
sp|Q72GC7|RSMA_THET2	7.7e-53	27-200		a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	RrnaAD_N	2003.1.5.385	
sp|Q72GC7|RSMA_THET2	1.5e-33	207-268		alpha arrays	HhH/H2TH	H2TH	ksgA_1	102.2.1.11	
sp|Q72GE2|SYR_THET2	1.8e-14	2-86		a+b two layers	RRF/tRNA synthetase additional domain-like	Arginyl-tRNA synthetase (ArgRS), N-terminal 'additional' domain	Arg_tRNA_synt_N	310.1.1.1	
sp|Q72GE2|SYR_THET2	1.3e-83	105-454		a/b three-layered sandwiches	HUP domain-like	HUP domains	tRNA-synt_1d	2005.1.1.141	
sp|Q72GE2|SYR_THET2	2.4e-40	457-592		N/A	N/A	N/A	DALR_1	N/A	
sp|Q72JG7|SYV_THET2	9.4e-87	35-168,359-570	NC	alpha bundles	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	tRNA-synt_1g	140.1.1.17	
sp|Q72JG7|SYV_THET2	5.6e-12	235-286	IS	beta barrels	cradle loop barrel	acid protease	tRNA-synt_1_2	1.1.1.31	
sp|Q72JG7|SYV_THET2	2.2e-45	580-734		alpha bundles	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	Anticodon_1	140.1.1.1	
sp|Q72JG7|SYV_THET2	2.9e-33	798-860		alpha bundles	Long alpha-hairpin	tRNA-binding arm	Val_tRNA-synt_C	192.7.1.6	
sp|Q72GF9|SYP_THET2	1.1e-59	17-275		a+b three layers	Class II aaRS and biotin synthetases	Class II aaRS and biotin synthetases	tRNA-synt_2b	314.1.1.13	
sp|Q72GF9|SYP_THET2	1.1e-29	285-381		a/b three-layered sandwiches	Anticodon-binding domain of Class II aaRS	Anticodon-binding domain of Class II aaRS	HGTP_anticodon	7502.1.1.2	
sp|Q72GF9|SYP_THET2	2.6e-20	406-477		a+b two layers	IF3-like	C-terminal domain of ProRS	ProRS-C_1	328.2.1.1	
sp|P62476|RSMH_THET2	7.8e-31	7-119,205-283	NC	a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	Methyltransf_5_1st	2003.1.5.92	
sp|P62476|RSMH_THET2	7.6e-35	111-205	IS	alpha arrays	HhH/H2TH	SAM domain-like	Methyltransf_5_2nd	102.1.1.49	
sp|Q72IA8|PTH_THET2	1.6e-54	1-176		a/b three-layered sandwiches	Phosphorylase/hydrolase-like	Peptidyl-tRNA hydrolase-like	Pept_tRNA_hydro	2011.2.1.5	
sp|Q72I28|RL36_THET2	9.2e-26	1-37		few secondary structure elements	Ribosomal protein L36	Ribosomal protein L36	Ribosomal_L36	919.1.1.1	
sp|Q72I28|RL36_THET2	6.1e-06	6-29		few secondary structure elements	Crustacean Hyperglycemic Hormone (CHH)-like	Crustacean Hyperglycemic Hormone (CHH)-like	Crust_neurohorm	539.1.1.1	
tr|Q72K25|Q72K25_THET2	1.1e-86	29-273		a/b three-layered sandwiches	ALDH-like	ALDH-like	Aldedh_1st_1	7524.1.1.2	
tr|Q72K25|Q72K25_THET2	1.9e-82	274-502		a/b three-layered sandwiches	ALDH-like	ALDH-like	Aldedh_2nd	7524.1.1.1	
tr|Q72II4|Q72II4_THET2	2.4e-11	23-55		a+b three layers	Nucleotidyltransferase-like	Nucleotidyltransferase	NTP_transf_2	316.1.1.16	
tr|Q72LE6|Q72LE6_THET2	2.0e-12	4-127		a/b three-layered sandwiches	HAD domain-like	PIN domain-like	PIN	2006.1.4.4	
tr|Q72LM9|Q72LM9_THET2	4.3e-28	4-165		alpha bundles	Type II ABC exporter transmembrane domain fold	ABCG5/ABCG8 transmembrane domain	YjgP_YjgQ_1st	1075.1.1.9	
tr|Q72JU6|Q72JU6_THET2	7.9e-11	17-61		a+b two layers	Alpha-lytic protease prodomain-like	Prokaryotic type KH domain (KH-domain type II)	KH_2_4	327.11.1.48	
tr|Q72H62|Q72H62_THET2	6.4e-28	1-146		a/b three-layered sandwiches	HUP domain-like	HUP domains	Usp	2005.1.1.145	
tr|Q72H62|Q72H62_THET2	1.1e-13	158-267		a/b three-layered sandwiches	HUP domain-like	HUP domains	Usp	2005.1.1.145	
tr|Q72K21|Q72K21_THET2	3.0e-37	21-185		a/b three-layered sandwiches	Flavodoxin-like	Periplasmic binding protein-like I	Peripla_BP_5	2007.1.2.43	
tr|Q72K21|Q72K21_THET2	1.9e-14	196-384		a/b three-layered sandwiches	Flavodoxin-like	Periplasmic binding protein-like I	Peripla_BP_5	2007.1.2.43	
tr|Q746N3|Q746N3_THET2	1.7e-42	8-128		alpha bundles	Four-helical up-and-down bundle	Nucleotidyltransferase substrate binding subunit/domain	HEPN	601.7.1.3	
tr|Q72H29|Q72H29_THET2	1.9e-16	6-111		beta sandwiches	Immunoglobulin-like beta-sandwich	Immunoglobulin/Fibronectin type III/E set domains/PapD-like	Glucodextran_C	11.1.1.65	
tr|Q72KY4|Q72KY4_THET2	7.2e-07	121-241		N/A	N/A	N/A	Cation_ATPase_C_1	N/A	
tr|Q72KC4|Q72KC4_THET2	3.1e-46	12-209		a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	Methyltransf_30	2003.1.5.36	
tr|Q72JX9|Q72JX9_THET2	2.4e-06	1-32		a/b three-layered sandwiches	P-loop domains-like	P-loop containing nucleoside triphosphate hydrolases	AAA_11_1	2004.1.1.8	
tr|Q746K5|Q746K5_THET2	1.9e-48	18-248		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	NmrA	2003.1.1.51	
tr|Q72LF1|Q72LF1_THET2	9.5e-34	31-170		a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	Methyltransf_11	2003.1.5.20	
tr|Q72L03|Q72L03_THET2	4.0e-18	7-40		extended segments	Twin-arginine transport (Tat) system component TatA	Twin-arginine transport (Tat) system component TatA	MttA_Hcf106	3473.1.1.1	
tr|Q72L89|Q72L89_THET2	2.8e-53	136-282		a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	DUF43	2003.1.5.9	
tr|Q72KT2|Q72KT2_THET2	5.8e-43	10-123		alpha arrays	Acyl-CoA dehydrogenase N-terminal domain-like	Acyl-CoA dehydrogenase N-terminal domain-like	Acyl-CoA_dh_N	4033.1.1.1	
tr|Q72KT2|Q72KT2_THET2	1.9e-29	126-225		beta complex topology	Acyl-CoA dehydrogenase middle domain-like	Acyl-CoA dehydrogenase middle domain-like	Acyl-CoA_dh_M	4052.1.1.1	
tr|Q72KT2|Q72KT2_THET2	3.1e-38	233-380		alpha bundles	Bromodomain-like	Acyl-CoA dehydrogenase C-terminal domain-like	Acyl-CoA_dh_1	633.6.1.2	
tr|Q72L68|Q72L68_THET2	1.1e-56	8-210		a/b barrels	TIM beta/alpha-barrel	TIM barrels	Ala_racemase_N	2002.1.1.2	
tr|Q72J50|Q72J50_THET2	2.1e-13	41-81		alpha bundles	Tail specific protease helical domain	Tail specific protease helical domain	Peptidase_S41_CPP	3694.1.1.7	
tr|Q72J50|Q72J50_THET2	9.5e-17	109-174		beta barrels	PDZ domain	PDZ domain	PDZ_2	7.1.1.3	
tr|Q72J50|Q72J50_THET2	2.8e-66	195-364,419-435	NC	a/b three-layered sandwiches	ClpP/crotonase	ClpP/crotonase	Peptidase_S41	2486.1.1.9	
tr|Q72IX6|Q72IX6_THET2	3.5e-49	11-249		a+b complex topology	Protein kinase/SAICAR synthase/ATP-grasp	Protein kinase	Pkinase_Tyr	206.1.1.24	
tr|Q72LC5|Q72LC5_THET2	1.9e-32	4-108		beta barrels	OB-fold	Nucleic acid-binding proteins	tRNA_bind	2.1.1.65	
tr|Q72KB8|Q72KB8_THET2	2.6e-19	6-223		a/b three-layered sandwiches	Rossmann-like	FAD/NAD(P)-binding domain	Amino_oxidase_1st	2003.1.2.56	
tr|Q72KB8|Q72KB8_THET2	1.5e-19	251-317		a+b two layers	FAD-linked reductases, C-terminal domain-like	FAD-linked reductases-C	GLF	244.1.1.6	
tr|Q72K75|Q72K75_THET2	3.3e-11	5-54		alpha arrays	HTH	winged	HTH_5_1	101.1.2.814	
tr|Q72K75|Q72K75_THET2	1.0e-06	21-48		alpha arrays	HTH	winged	LexA_DNA_bind	101.1.2.83	
tr|Q72GP7|Q72GP7_THET2	6.5e-88	50-272,341-412	NC	a/b three-layered sandwiches	Thiamin diphosphate-binding fold (THDP-binding)	Thiamin diphosphate-binding fold (THDP-binding)	Transketolase_N	7574.1.1.5	
tr|Q72GP7|Q72GP7_THET2	2.4e-102	473-673		a/b three-layered sandwiches	Thiamin diphosphate-binding fold (THDP-binding)	Thiamin diphosphate-binding fold (THDP-binding)	aceE	7574.1.1.7	
tr|Q72GP7|Q72GP7_THET2	1.4e-37	686-835		a/b three-layered sandwiches	TK C-terminal domain-like	TK C-terminal domain-like	Transketolase_C_1	7522.1.1.3	
tr|Q72IX9|Q72IX9_THET2	3.5e-16	97-185		a/b three-layered sandwiches	Rossmann-like	NagB/RpiA/CoA transferase-like	LUD_dom	2003.1.7.7	
tr|Q72IF3|Q72IF3_THET2	3.9e-18	15-165		a/b three-layered sandwiches	alpha/beta-Hydrolases	alpha/beta-Hydrolases	Hydrolase_4_1	7579.1.1.3	
tr|Q72KB1|Q72KB1_THET2	7.6e-33	27-140		alpha arrays	Acyl-CoA dehydrogenase N-terminal domain-like	Acyl-CoA dehydrogenase N-terminal domain-like	Acyl-CoA_dh_N	4033.1.1.1	
tr|Q72KB1|Q72KB1_THET2	6.4e-32	143-247		beta complex topology	Acyl-CoA dehydrogenase middle domain-like	Acyl-CoA dehydrogenase middle domain-like	Acyl-CoA_dh_M	4052.1.1.1	
tr|Q72KB1|Q72KB1_THET2	4.0e-53	251-413		alpha bundles	Bromodomain-like	Acyl-CoA dehydrogenase C-terminal domain-like	Acyl-CoA_dh_1	633.6.1.2	
tr|Q72KB1|Q72KB1_THET2	2.1e-37	447-549		N/A	N/A	N/A	Acyl-CoA_dh_3	N/A	
tr|Q72L30|Q72L30_THET2	9.6e-31	203-287		a+b two layers	FKBP-like	FKBP-like	Rotamase_3	284.1.1.43	
tr|Q72IA1|Q72IA1_THET2	2.9e-37	13-253		a+b four layers	Ntn/PP2C	Protein serine/threonine phosphatase 2C, catalytic domain	PP2C	210.2.1.1	
tr|Q72HA3|Q72HA3_THET2	3.4e-32	41-201		a/b three-layered sandwiches	Thiamin diphosphate-binding fold (THDP-binding)	Thiamin diphosphate-binding fold (THDP-binding)	TPP_enzyme_C	7574.1.1.3	
tr|Q72J88|Q72J88_THET2	1.0e-09	18-66		a+b two layers	Alpha-beta plaits	HMA, heavy metal-associated domain	HMA	304.3.1.7	
tr|Q72LD5|Q72LD5_THET2	9.1e-68	32-231		a/b three-layered sandwiches	GckA/TtuD-like domain 1	GckA/TtuD-like domain 1	DUF4147	7536.1.1.1	
tr|Q72LD5|Q72LD5_THET2	3.4e-51	241-405		a+b two layers	Tetrapyrrole methylase C-terminal domain-like	GckA/TtuD-like domain 2	MOFRL	1137.2.1.1	
tr|Q72I67|Q72I67_THET2	1.0e-38	15-246		alpha bundles	Type II ABC exporter transmembrane domain fold	Type I ABC importer transmembrane domain fold	BPD_transp_1	1075.3.1.1	
tr|Q72I67|Q72I67_THET2	4.1e-31	283-504		alpha bundles	Type II ABC exporter transmembrane domain fold	Type I ABC importer transmembrane domain fold	BPD_transp_1	1075.3.1.1	
tr|Q72GV7|Q72GV7_THET2	8.5e-24	5-102		beta barrels	OB-fold	Nucleic acid-binding proteins	SSB	2.1.1.54	
tr|Q72GV7|Q72GV7_THET2	1.1e-34	128-223		beta barrels	OB-fold	Nucleic acid-binding proteins	SSB	2.1.1.54	
tr|Q745X4|Q745X4_THET2	4.6e-09	1-57		a+b two layers	Alpha-beta plaits	Dimeric alpha+beta barrel	ABM_1	304.4.1.1	
tr|Q746C6|Q746C6_THET2	6.4e-07	184-238		beta sandwiches	Immunoglobulin-like beta-sandwich	Prealbumin-like	SdrD_B	11.1.4.53	
tr|Q72II6|Q72II6_THET2	1.2e-20	38-182		beta barrels	Lipocalins/Streptavidin	Hypothetical protein TT1927B	YceI	9.5.1.1	
tr|Q745X6|Q745X6_THET2	2.3e-22	22-143		a/b three-layered sandwiches	Flavodoxin-like	Chelatase-like	Peripla_BP_2_N	2007.1.14.9	
tr|Q745X6|Q745X6_THET2	2.6e-11	195-285		a/b three-layered sandwiches	Flavodoxin-like	Chelatase-like	Peripla_BP_2_N	2007.1.14.9	
tr|Q72GS6|Q72GS6_THET2	6.3e-12	36-177		alpha bundles	Citrobacter dihydroxyacetone kinase extra ATP-binding domain	Citrobacter dihydroxyacetone kinase extra ATP-binding domain	Dak2	590.1.1.1	
tr|Q745Z2|Q745Z2_THET2	1.1e-45	50-146		a+b two layers	hypothetical protein TTHB210	hypothetical protein TTHB210	TTHB210-like	3213.1.1.1	
tr|Q72GZ7|Q72GZ7_THET2	7.2e-85	157-494		a/b three-layered sandwiches	Thiamin diphosphate-binding fold (THDP-binding)	Thiamin diphosphate-binding fold (THDP-binding)	E1_dh	7574.1.1.1	
tr|Q72GZ7|Q72GZ7_THET2	9.2e-55	554-754		a/b three-layered sandwiches	Thiamin diphosphate-binding fold (THDP-binding)	Thiamin diphosphate-binding fold (THDP-binding)	Transket_pyr	7574.1.1.6	
tr|Q72GZ7|Q72GZ7_THET2	4.8e-41	778-895		a/b three-layered sandwiches	TK C-terminal domain-like	TK C-terminal domain-like	OxoGdeHyase_C	7522.1.1.2	
tr|Q72LI7|Q72LI7_THET2	3.1e-06	125-193		alpha bundles	STAT-like	t-snare proteins	PI3K_P85_iSH2	603.1.1.27	
tr|Q746K3|Q746K3_THET2	2.4e-21	17-155		beta barrels	cradle loop barrel	FMN-binding split barrel	Flavin_Reduct	1.1.5.4	
tr|Q72KV6|Q72KV6_THET2	1.1e-31	4-132		a+b two layers	FAD-linked reductases, C-terminal domain-like	SufE/NifU	SufE	244.3.1.4	
tr|Q72J52|Q72J52_THET2	7.0e-30	4-96		a+b two layers	dsRBD-like	Ribosome binding protein Y (YfiA homologue)	Ribosomal_S30AE	330.2.1.1	
tr|Q72J52|Q72J52_THET2	2.8e-31	140-185		a+b two layers	Ribosome-associated factor Y	Ribosome-associated factor Y	Ribosom_S30AE_C	3097.1.1.1	
tr|Q72IL0|Q72IL0_THET2	3.0e-06	6-57		alpha bundles	Ferritin/Heme oxygenase/4-helical cytokines	Ferritin	Rubrerythrin	150.1.1.11	
tr|Q746F8|Q746F8_THET2	1.7e-15	6-127		a/b three-layered sandwiches	HAD domain-like	PIN domain-like	PIN	2006.1.4.4	
tr|Q72I60|Q72I60_THET2	1.7e-34	9-102		beta complex topology	HesB-like domain	HesB-like domain	Fe-S_biosyn	80.1.1.1	
tr|Q72IB2|Q72IB2_THET2	4.6e-20	17-215		a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	N6_Mtase	2003.1.5.51	
tr|Q72IB2|Q72IB2_THET2	9.6e-64	247-394		a+b complex topology	DNA methylase specificity domain	DNA methylase specificity domain	TaqI_C	4333.1.1.2	
tr|Q72GR7|Q72GR7_THET2	3.0e-19	16-292		alpha bundles	Drug/Metabolite transporter	Drug/Metabolite transporter	EamA	5059.1.1.2	
tr|Q72KS5|Q72KS5_THET2	4.6e-32	46-205		beta barrels	cradle loop barrel	FMN-binding split barrel	Trypsin_2	1.1.5.147	
tr|Q72KS5|Q72KS5_THET2	3.9e-22	230-328		beta barrels	PDZ domain	PDZ domain	PDZ_2	7.1.1.3	
tr|Q72KL3|Q72KL3_THET2	2.6e-35	2-113		a/b three-layered sandwiches	Tetrapyrrole methylase N-terminal domain	Tetrapyrrole methylase N-terminal domain	TP_methylase_N	7550.1.1.1	
tr|Q72KL3|Q72KL3_THET2	3.7e-22	114-224		a+b two layers	Tetrapyrrole methylase C-terminal domain-like	Tetrapyrrole methylase C-terminal domain	TP_methylase_C	1137.1.1.1	
tr|Q72H79|Q72H79_THET2	2.4e-44	5-139		alpha bundles	Charged multivesicular body protein 3 (CHMP3)-related	Charged multivesicular body protein 3 (CHMP3)-related	PspA_IM30	3291.1.1.3	
tr|Q72JX2|Q72JX2_THET2	2.6e-22	64-228		a+b duplicates or obligate multimers	Outer membrane efflux proteins (OEP)	Outer membrane efflux proteins (OEP)	OEP	5085.1.1.1	
tr|Q72JX2|Q72JX2_THET2	7.8e-19	228-331		a+b duplicates or obligate multimers	Outer membrane efflux proteins (OEP)	Outer membrane efflux proteins (OEP)	OEP	5085.1.1.1	
tr|Q72IC3|Q72IC3_THET2	2.5e-59	13-185		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	2-Hacid_dh_C	2003.1.1.1	
tr|Q72I44|Q72I44_THET2	6.1e-17	21-127		a/b three-layered sandwiches	Periplasmic binding protein-like II	Periplasmic binding protein-like II	SBP_bac_1_N_2	7523.1.1.88	
tr|Q72I44|Q72I44_THET2	5.4e-47	134-342		a/b three-layered sandwiches	Periplasmic binding protein-like II	Periplasmic binding protein-like II	SBP_bac_1_C	7523.1.1.23	
tr|Q72GI0|Q72GI0_THET2	7.5e-07	12-41		alpha bundles	YvfG-like	NLR family member X1 C-terminal domain	KOG4308_like	622.6.1.1	
tr|Q72KN2|Q72KN2_THET2	7.4e-15	27-100		alpha arrays	AhpD-like	AhpD-like	CMD	608.1.1.1	
tr|Q746D7|Q746D7_THET2	1.3e-47	7-93,187-283	NC	a+b two layers	Alpha-beta plaits	CRISPR transcript (pre-crRNA) processing endoribonuclease-related	RAMPs	304.51.1.61	
tr|Q72G75|Q72G75_THET2	2.0e-24	1-106		a+b duplicates or obligate multimers	CBS-domain	CBS-domain	IMPDH_2nd_1	282.1.1.1	
tr|Q72G75|Q72G75_THET2	1.8e-25	115-262		beta barrels	SH3	SH3	GGDEF	4.1.1.806	
tr|Q72G76|Q72G76_THET2	6.6e-234	54-201,249-761	NC	a+b four layers	Ntn/PP2C	Penicillin acylase, catalytic domain	Penicil_amidase	210.1.2.4	
tr|Q72IY9|Q72IY9_THET2	3.6e-08	5-57		a+b three layers	Nucleotidyltransferase-like	Nucleotidyltransferase	Aminoglyc_resit_1	316.1.1.45	
tr|Q72JU0|Q72JU0_THET2	2.4e-56	10-190		alpha bundles	Cation efflux protein transmembrane domain-like	Cation efflux protein transmembrane domain-like	Cation_efflux	5082.1.1.1	
tr|Q72JU0|Q72JU0_THET2	5.2e-32	204-282		a+b two layers	Alpha-lytic protease prodomain-like	Cation efflux protein cytoplasmic domain-like	ZT_dimer	327.7.1.4	
tr|Q72IB9|Q72IB9_THET2	7.8e-74	38-286		a/b three-layered sandwiches	ALDH-like	ALDH-like	Aldedh_1st_1	7524.1.1.2	
tr|Q72IB9|Q72IB9_THET2	3.3e-72	291-513		a/b three-layered sandwiches	ALDH-like	ALDH-like	Aldedh_2nd	7524.1.1.1	
tr|Q72K31|Q72K31_THET2	1.7e-28	20-135		alpha arrays	HTH	winged	MarR_2	101.1.2.808	
tr|Q745Y2|Q745Y2_THET2	1.5e-12	276-394		alpha arrays	Cytochrome c-like	Cytochrome c	DHOR	107.1.1.27	
